Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A10029_001,SE_A10029_002,SE_A10029_003,SE_A10029_004,SE_A10029_005,SE_A10029_006,SE_A10029_007,SE_A10029_008,SE_A10029_009
"06037113213","Census Tract 1132.13, Los Angeles County, California","ACSSF","ca","140","00","0004297",,,,,"06","037",,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113213","Census Tract 1132.13",,,,5176,1712,1712,174,1139,399,0,0,0,0
"06037113231","Census Tract 1132.31, Los Angeles County, California","ACSSF","ca","140","00","0004298",,,,,"06","037",,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113231","Census Tract 1132.31",,,,2230,833,833,37,552,244,0,0,0,0
"06037113232","Census Tract 1132.32, Los Angeles County, California","ACSSF","ca","140","00","0004299",,,,,"06","037",,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113232","Census Tract 1132.32",,,,4973,1500,1500,65,1028,407,0,0,0,0
"06037113234","Census Tract 1132.34, Los Angeles County, California","ACSSF","ca","140","00","0004300",,,,,"06","037",,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113234","Census Tract 1132.34",,,,5371,1599,1579,243,920,416,20,20,0,0
"06037113235","Census Tract 1132.35, Los Angeles County, California","ACSSF","ca","140","00","0004301",,,,,"06","037",,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113235","Census Tract 1132.35",,,,1680,646,646,54,436,156,0,0,0,0
"06037113237","Census Tract 1132.37, Los Angeles County, California","ACSSF","ca","140","00","0004302",,,,,"06","037",,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113237","Census Tract 1132.37",,,,5130,1595,1585,184,913,488,10,0,10,0
"06037113238","Census Tract 1132.38, Los Angeles County, California","ACSSF","ca","140","00","0004303",,,,,"06","037",,,"113238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113238","Census Tract 1132.38",,,,4165,1451,1435,357,889,189,16,0,16,0
"06037113239","Census Tract 1132.39, Los Angeles County, California","ACSSF","ca","140","00","0004304",,,,,"06","037",,,"113239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113239","Census Tract 1132.39",,,,2354,896,889,192,365,332,7,0,0,7
"06037113301","Census Tract 1133.01, Los Angeles County, California","ACSSF","ca","140","00","0004305",,,,,"06","037",,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113301","Census Tract 1133.01",,,,4293,1525,1525,312,799,414,0,0,0,0
"06037113303","Census Tract 1133.03, Los Angeles County, California","ACSSF","ca","140","00","0004306",,,,,"06","037",,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113303","Census Tract 1133.03",,,,3899,1284,1284,93,726,465,0,0,0,0
"06037113322","Census Tract 1133.22, Los Angeles County, California","ACSSF","ca","140","00","0004307",,,,,"06","037",,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113322","Census Tract 1133.22",,,,4405,1530,1530,63,942,525,0,0,0,0
"06037113323","Census Tract 1133.23, Los Angeles County, California","ACSSF","ca","140","00","0004308",,,,,"06","037",,,"113323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113323","Census Tract 1133.23",,,,3884,1506,1459,214,1021,224,47,0,47,0
"06037113324","Census Tract 1133.24, Los Angeles County, California","ACSSF","ca","140","00","0004309",,,,,"06","037",,,"113324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113324","Census Tract 1133.24",,,,2931,989,969,114,776,79,20,0,0,20
"06037113423","Census Tract 1134.23, Los Angeles County, California","ACSSF","ca","140","00","0004310",,,,,"06","037",,,"113423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113423","Census Tract 1134.23",,,,3259,878,878,84,712,82,0,0,0,0
"06037113424","Census Tract 1134.24, Los Angeles County, California","ACSSF","ca","140","00","0004311",,,,,"06","037",,,"113424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113424","Census Tract 1134.24",,,,3256,1017,1017,228,453,336,0,0,0,0
"06037113425","Census Tract 1134.25, Los Angeles County, California","ACSSF","ca","140","00","0004312",,,,,"06","037",,,"113425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113425","Census Tract 1134.25",,,,4561,1373,1373,326,939,108,0,0,0,0
"06037113426","Census Tract 1134.26, Los Angeles County, California","ACSSF","ca","140","00","0004313",,,,,"06","037",,,"113426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113426","Census Tract 1134.26",,,,2412,737,734,166,403,165,3,0,0,3
"06037113427","Census Tract 1134.27, Los Angeles County, California","ACSSF","ca","140","00","0004314",,,,,"06","037",,,"113427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113427","Census Tract 1134.27",,,,2156,957,944,213,608,123,13,0,0,13
"06037113428","Census Tract 1134.28, Los Angeles County, California","ACSSF","ca","140","00","0004315",,,,,"06","037",,,"113428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113428","Census Tract 1134.28",,,,4026,1083,1026,64,687,275,57,0,0,57
"06037115101","Census Tract 1151.01, Los Angeles County, California","ACSSF","ca","140","00","0004316",,,,,"06","037",,,"115101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115101","Census Tract 1151.01",,,,5031,1844,1752,9,1109,634,92,0,92,0
"06037115103","Census Tract 1151.03, Los Angeles County, California","ACSSF","ca","140","00","0004317",,,,,"06","037",,,"115103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115103","Census Tract 1151.03",,,,3037,5,5,5,0,0,0,0,0,0
"06037115104","Census Tract 1151.04, Los Angeles County, California","ACSSF","ca","140","00","0004318",,,,,"06","037",,,"115104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115104","Census Tract 1151.04",,,,4509,2026,2009,1059,721,229,17,0,0,17
"06037115202","Census Tract 1152.02, Los Angeles County, California","ACSSF","ca","140","00","0004319",,,,,"06","037",,,"115202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115202","Census Tract 1152.02",,,,5975,2005,1996,587,984,425,9,0,9,0
"06037115203","Census Tract 1152.03, Los Angeles County, California","ACSSF","ca","140","00","0004320",,,,,"06","037",,,"115203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115203","Census Tract 1152.03",,,,2101,1069,1050,153,518,379,19,19,0,0
"06037115204","Census Tract 1152.04, Los Angeles County, California","ACSSF","ca","140","00","0004321",,,,,"06","037",,,"115204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115204","Census Tract 1152.04",,,,3957,1604,1604,452,872,280,0,0,0,0
"06037115301","Census Tract 1153.01, Los Angeles County, California","ACSSF","ca","140","00","0004322",,,,,"06","037",,,"115301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115301","Census Tract 1153.01",,,,4677,1635,1630,188,969,473,5,0,0,5
"06037115302","Census Tract 1153.02, Los Angeles County, California","ACSSF","ca","140","00","0004323",,,,,"06","037",,,"115302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115302","Census Tract 1153.02",,,,3645,1083,1083,158,695,230,0,0,0,0
"06037115401","Census Tract 1154.01, Los Angeles County, California","ACSSF","ca","140","00","0004324",,,,,"06","037",,,"115401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115401","Census Tract 1154.01",,,,6186,1926,1909,314,1264,331,17,17,0,0
"06037115403","Census Tract 1154.03, Los Angeles County, California","ACSSF","ca","140","00","0004325",,,,,"06","037",,,"115403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115403","Census Tract 1154.03",,,,3373,1022,1018,252,649,117,4,0,4,0
"06037115404","Census Tract 1154.04, Los Angeles County, California","ACSSF","ca","140","00","0004326",,,,,"06","037",,,"115404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037115404","Census Tract 1154.04",,,,2796,800,793,274,405,114,7,0,0,7
"06037117101","Census Tract 1171.01, Los Angeles County, California","ACSSF","ca","140","00","0004327",,,,,"06","037",,,"117101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117101","Census Tract 1171.01",,,,5130,1453,1443,282,1057,104,10,0,10,0
"06037117102","Census Tract 1171.02, Los Angeles County, California","ACSSF","ca","140","00","0004328",,,,,"06","037",,,"117102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117102","Census Tract 1171.02",,,,2661,815,815,70,509,236,0,0,0,0
"06037117201","Census Tract 1172.01, Los Angeles County, California","ACSSF","ca","140","00","0004329",,,,,"06","037",,,"117201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117201","Census Tract 1172.01",,,,4608,1190,1190,187,831,172,0,0,0,0
"06037117202","Census Tract 1172.02, Los Angeles County, California","ACSSF","ca","140","00","0004330",,,,,"06","037",,,"117202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117202","Census Tract 1172.02",,,,2840,929,922,61,560,301,7,0,7,0
"06037117301","Census Tract 1173.01, Los Angeles County, California","ACSSF","ca","140","00","0004331",,,,,"06","037",,,"117301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117301","Census Tract 1173.01",,,,3732,1092,1092,83,727,282,0,0,0,0
"06037117302","Census Tract 1173.02, Los Angeles County, California","ACSSF","ca","140","00","0004332",,,,,"06","037",,,"117302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117302","Census Tract 1173.02",,,,4746,1557,1557,240,932,385,0,0,0,0
"06037117303","Census Tract 1173.03, Los Angeles County, California","ACSSF","ca","140","00","0004333",,,,,"06","037",,,"117303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117303","Census Tract 1173.03",,,,4510,1180,1180,49,689,442,0,0,0,0
"06037117404","Census Tract 1174.04, Los Angeles County, California","ACSSF","ca","140","00","0004334",,,,,"06","037",,,"117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117404","Census Tract 1174.04",,,,5466,1375,1375,130,920,325,0,0,0,0
"06037117405","Census Tract 1174.05, Los Angeles County, California","ACSSF","ca","140","00","0004335",,,,,"06","037",,,"117405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117405","Census Tract 1174.05",,,,3406,861,851,252,541,58,10,0,0,10
"06037117407","Census Tract 1174.07, Los Angeles County, California","ACSSF","ca","140","00","0004336",,,,,"06","037",,,"117407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117407","Census Tract 1174.07",,,,3702,1007,998,267,672,59,9,9,0,0
"06037117408","Census Tract 1174.08, Los Angeles County, California","ACSSF","ca","140","00","0004337",,,,,"06","037",,,"117408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117408","Census Tract 1174.08",,,,2592,716,704,207,400,97,12,0,12,0
"06037117510","Census Tract 1175.10, Los Angeles County, California","ACSSF","ca","140","00","0004338",,,,,"06","037",,,"117510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117510","Census Tract 1175.10",,,,3878,1033,1024,278,682,64,9,0,9,0
"06037117520","Census Tract 1175.20, Los Angeles County, California","ACSSF","ca","140","00","0004339",,,,,"06","037",,,"117520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117520","Census Tract 1175.20",,,,4322,1077,1077,274,748,55,0,0,0,0
"06037117530","Census Tract 1175.30, Los Angeles County, California","ACSSF","ca","140","00","0004340",,,,,"06","037",,,"117530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037117530","Census Tract 1175.30",,,,6195,1699,1682,240,1148,294,17,0,0,17
"06037119001","Census Tract 1190.01, Los Angeles County, California","ACSSF","ca","140","00","0004341",,,,,"06","037",,,"119001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119001","Census Tract 1190.01",,,,4417,1012,967,48,738,181,45,0,45,0
"06037119003","Census Tract 1190.03, Los Angeles County, California","ACSSF","ca","140","00","0004342",,,,,"06","037",,,"119003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119003","Census Tract 1190.03",,,,4070,860,845,61,695,89,15,0,0,15
"06037119004","Census Tract 1190.04, Los Angeles County, California","ACSSF","ca","140","00","0004343",,,,,"06","037",,,"119004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119004","Census Tract 1190.04",,,,3398,759,741,83,397,261,18,0,9,9
"06037119201","Census Tract 1192.01, Los Angeles County, California","ACSSF","ca","140","00","0004344",,,,,"06","037",,,"119201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119201","Census Tract 1192.01",,,,4325,849,830,74,565,191,19,0,19,0
"06037119202","Census Tract 1192.02, Los Angeles County, California","ACSSF","ca","140","00","0004345",,,,,"06","037",,,"119202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119202","Census Tract 1192.02",,,,4895,1133,1133,71,800,262,0,0,0,0
"06037119310","Census Tract 1193.10, Los Angeles County, California","ACSSF","ca","140","00","0004346",,,,,"06","037",,,"119310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119310","Census Tract 1193.10",,,,3893,1243,1239,177,753,309,4,0,4,0
"06037119320","Census Tract 1193.20, Los Angeles County, California","ACSSF","ca","140","00","0004347",,,,,"06","037",,,"119320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119320","Census Tract 1193.20",,,,4602,1270,1251,218,808,225,19,0,19,0
"06037119340","Census Tract 1193.40, Los Angeles County, California","ACSSF","ca","140","00","0004348",,,,,"06","037",,,"119340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119340","Census Tract 1193.40",,,,4034,1029,1000,377,602,21,29,8,11,10
"06037119341","Census Tract 1193.41, Los Angeles County, California","ACSSF","ca","140","00","0004349",,,,,"06","037",,,"119341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119341","Census Tract 1193.41",,,,2670,857,844,88,506,250,13,0,13,0
"06037119342","Census Tract 1193.42, Los Angeles County, California","ACSSF","ca","140","00","0004350",,,,,"06","037",,,"119342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119342","Census Tract 1193.42",,,,2902,782,775,163,545,67,7,7,0,0
"06037119400","Census Tract 1194, Los Angeles County, California","ACSSF","ca","140","00","0004351",,,,,"06","037",,,"119400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119400","Census Tract 1194",,,,5307,1147,1147,196,773,178,0,0,0,0
"06037119700","Census Tract 1197, Los Angeles County, California","ACSSF","ca","140","00","0004352",,,,,"06","037",,,"119700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119700","Census Tract 1197",,,,4781,1301,1281,147,813,321,20,0,20,0
"06037119801","Census Tract 1198.01, Los Angeles County, California","ACSSF","ca","140","00","0004353",,,,,"06","037",,,"119801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119801","Census Tract 1198.01",,,,2608,618,618,57,391,170,0,0,0,0
"06037119802","Census Tract 1198.02, Los Angeles County, California","ACSSF","ca","140","00","0004354",,,,,"06","037",,,"119802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119802","Census Tract 1198.02",,,,3313,810,787,36,551,200,23,0,23,0
"06037119900","Census Tract 1199, Los Angeles County, California","ACSSF","ca","140","00","0004355",,,,,"06","037",,,"119900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037119900","Census Tract 1199",,,,4837,1260,1248,69,903,276,12,0,12,0
"06037120010","Census Tract 1200.10, Los Angeles County, California","ACSSF","ca","140","00","0004356",,,,,"06","037",,,"120010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120010","Census Tract 1200.10",,,,2617,761,761,113,557,91,0,0,0,0
"06037120020","Census Tract 1200.20, Los Angeles County, California","ACSSF","ca","140","00","0004357",,,,,"06","037",,,"120020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120020","Census Tract 1200.20",,,,3945,1256,1250,257,705,288,6,0,6,0
"06037120030","Census Tract 1200.30, Los Angeles County, California","ACSSF","ca","140","00","0004358",,,,,"06","037",,,"120030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120030","Census Tract 1200.30",,,,2448,702,693,132,434,127,9,0,1,8
"06037120103","Census Tract 1201.03, Los Angeles County, California","ACSSF","ca","140","00","0004359",,,,,"06","037",,,"120103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120103","Census Tract 1201.03",,,,3057,847,804,251,494,59,43,0,38,5
"06037120104","Census Tract 1201.04, Los Angeles County, California","ACSSF","ca","140","00","0004360",,,,,"06","037",,,"120104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120104","Census Tract 1201.04",,,,2308,794,783,209,474,100,11,5,0,6
"06037120105","Census Tract 1201.05, Los Angeles County, California","ACSSF","ca","140","00","0004361",,,,,"06","037",,,"120105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120105","Census Tract 1201.05",,,,2645,851,840,133,462,245,11,0,11,0
"06037120106","Census Tract 1201.06, Los Angeles County, California","ACSSF","ca","140","00","0004362",,,,,"06","037",,,"120106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120106","Census Tract 1201.06",,,,4462,1318,1287,273,675,339,31,0,9,22
"06037120107","Census Tract 1201.07, Los Angeles County, California","ACSSF","ca","140","00","0004363",,,,,"06","037",,,"120107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120107","Census Tract 1201.07",,,,4222,1116,1109,277,719,113,7,0,7,0
"06037120108","Census Tract 1201.08, Los Angeles County, California","ACSSF","ca","140","00","0004364",,,,,"06","037",,,"120108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120108","Census Tract 1201.08",,,,4517,1399,1361,210,874,277,38,0,38,0
"06037120300","Census Tract 1203, Los Angeles County, California","ACSSF","ca","140","00","0004365",,,,,"06","037",,,"120300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120300","Census Tract 1203",,,,4982,1424,1424,233,916,275,0,0,0,0
"06037120400","Census Tract 1204, Los Angeles County, California","ACSSF","ca","140","00","0004366",,,,,"06","037",,,"120400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037120400","Census Tract 1204",,,,6155,2099,2084,413,1045,626,15,0,15,0
"06037121010","Census Tract 1210.10, Los Angeles County, California","ACSSF","ca","140","00","0004367",,,,,"06","037",,,"121010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121010","Census Tract 1210.10",,,,5243,1258,1237,159,801,277,21,0,8,13
"06037121020","Census Tract 1210.20, Los Angeles County, California","ACSSF","ca","140","00","0004368",,,,,"06","037",,,"121020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121020","Census Tract 1210.20",,,,3626,1055,1055,174,684,197,0,0,0,0
"06037121101","Census Tract 1211.01, Los Angeles County, California","ACSSF","ca","140","00","0004369",,,,,"06","037",,,"121101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121101","Census Tract 1211.01",,,,3088,949,932,181,656,95,17,0,13,4
"06037121102","Census Tract 1211.02, Los Angeles County, California","ACSSF","ca","140","00","0004370",,,,,"06","037",,,"121102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121102","Census Tract 1211.02",,,,2273,755,709,120,394,195,46,0,35,11
"06037121210","Census Tract 1212.10, Los Angeles County, California","ACSSF","ca","140","00","0004371",,,,,"06","037",,,"121210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121210","Census Tract 1212.10",,,,3109,781,781,76,443,262,0,0,0,0
"06037121221","Census Tract 1212.21, Los Angeles County, California","ACSSF","ca","140","00","0004372",,,,,"06","037",,,"121221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121221","Census Tract 1212.21",,,,2329,517,517,58,327,132,0,0,0,0
"06037121222","Census Tract 1212.22, Los Angeles County, California","ACSSF","ca","140","00","0004373",,,,,"06","037",,,"121222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121222","Census Tract 1212.22",,,,4808,1233,1233,244,915,74,0,0,0,0
"06037121600","Census Tract 1216, Los Angeles County, California","ACSSF","ca","140","00","0004374",,,,,"06","037",,,"121600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121600","Census Tract 1216",,,,2745,837,816,111,559,146,21,0,0,21
"06037121801","Census Tract 1218.01, Los Angeles County, California","ACSSF","ca","140","00","0004375",,,,,"06","037",,,"121801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121801","Census Tract 1218.01",,,,3374,1118,1066,287,611,168,52,0,52,0
"06037121802","Census Tract 1218.02, Los Angeles County, California","ACSSF","ca","140","00","0004376",,,,,"06","037",,,"121802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121802","Census Tract 1218.02",,,,3017,708,703,76,473,154,5,0,5,0
"06037121900","Census Tract 1219, Los Angeles County, California","ACSSF","ca","140","00","0004377",,,,,"06","037",,,"121900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037121900","Census Tract 1219",,,,3548,1009,989,162,622,205,20,20,0,0
"06037122000","Census Tract 1220, Los Angeles County, California","ACSSF","ca","140","00","0004378",,,,,"06","037",,,"122000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037122000","Census Tract 1220",,,,4940,1576,1512,187,848,477,64,0,64,0
"06037122120","Census Tract 1221.20, Los Angeles County, California","ACSSF","ca","140","00","0004379",,,,,"06","037",,,"122120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037122120","Census Tract 1221.20",,,,5342,1185,1177,155,755,267,8,0,0,8
"06037122121","Census Tract 1221.21, Los Angeles County, California","ACSSF","ca","140","00","0004380",,,,,"06","037",,,"122121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037122121","Census Tract 1221.21",,,,2815,771,771,92,547,132,0,0,0,0
